section,latency_us
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.208
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.042
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.084
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.125
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.041
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
book: best_bid + best_ask,0.083
